Cod. Cliente;Loja;Município;UF;Zona
516807;1;SAO PAULO;SP;SP1101
516809;1;SALTINHO;SP;SP2217
516810;1;CAMPINAS;SP;SP2214
516816;2;SAO PAULO;SP;SP1105
516820;1;SAO JOSE DOS CAMPOS;SP;SP2219
516825;1;TABOAO DA SERRA;SP;SP1123
516826;2;MONTE APRAZIVEL;SP;SP2213
516826;1;MONTE APRAZIVEL;SP;SP2213
516828;2;BRAUNA;SP;SP2202
516828;1;BRAUNA;SP;SP2202
516834;1;BARRETOS;SP;SP2212
516836;1;SAO PAULO;SP;SP1115
516840;1;BRODOWSKI;SP;SP2212
516843;1;CRUZEIRO;SP;SP2219
516844;1;SAO PAULO;SP;SP1122
516865;1;POA;SP;SP1106
516868;1;SAO PAULO;SP;SP1107
516870;1;SAO PAULO;SP;SP1112
516877;1;MOJI-MIRIM;SP;SP2210
516881;1;SAO PAULO;SP;SP1122
516896;1;SAO PAULO;SP;SP1120
516896;2;SAO PAULO;SP;SP1120
516900;1;SANTA ALBERTINA;SP;SP2213
516904;1;RIBEIRAO PRETO;SP;SP2212
516907;1;FRANCA;SP;2205SP
516912;1;EMBU-GUACU;SP;SP1107
516923;1;SAO PAULO;SP;SP1120
516926;1;SAO PAULO;SP;SP1122
516929;1;MAUA;SP;SP1106
516930;1;PIRACICABA;SP;SP2217
516932;1;LIMEIRA;SP;2220SP
516932;2;LIMEIRA;SP;SP2210
516932;1;LIMEIRA;SP;SP2210
516941;1;SAO PAULO;SP;SP1105
516952;1;CORDEIROPOLIS;SP;SP2210
516961;1;SAO PAULO;SP;SP1124
516964;2;SAO PAULO;SP;1101SP
516970;1;GUARULHOS;SP;SP1117
516976;1;SAO PAULO;SP;SP1122
516982;1;SANTA BARBARA D'OESTE;SP;SP2217
516984;1;GUARULHOS;SP;SP1117
516985;1;SAO PAULO;SP;SP1124
516987;1;LUCELIA;SP;SP2209
516989;1;JUNQUEIROPOLIS;SP;SP2209
516992;1;CAMPINAS;SP;SP2214
516998;1;SAO JOSE DO RIO PRETO;SP;SP2206
517002;1;ALFREDO MARCONDES;SP;SP2209
517006;1;ITARARE;SP;SP2215
517010;1;CAPIVARI;SP;SP2217
517012;1;MORUNGABA;SP;SP2214
517014;1;MOGI GUACU;SP;SP2208
517028;1;RIFAINA;SP;SP2212
517036;1;SAO PAULO;SP;SP1112
517044;1;VOTUPORANGA;SP;SP2213
517047;1;CAPAO BONITO;SP;SP2215
517050;1;ITATINGA;SP;SP2207
517053;1;SANTA ADELIA;SP;SP2206
517061;1;SAO PAULO;SP;SP1115
517064;1;FRANCA;SP;SP2212
517068;1;OSASCO;SP;SP1109
517071;1;PALMEIRA D'OESTE;SP;SP2213
517072;1;SAO PAULO;SP;SP1105
517073;1;SAO PAULO;SP;SP1104
517080;1;SAO PAULO;SP;SP1121
517088;1;JAU;SP;SP2000
517090;1;TACIBA;SP;SP2209
517093;1;SOROCABA;SP;SP2204
517098;1;ARACARIGUAMA;SP;SP2204
517105;1;SAO PAULO;SP;SP1122
517110;1;JUNDIAI;SP;SP2214
517112;1;FRANCA;SP;SP2212
517114;1;SAO PAULO;SP;SP1105
517116;1;SAO PAULO;SP;SP1115
517119;1;PRAIA GRANDE;SP;SP1104
517124;1;SAO CAETANO DO SUL;SP;SP1104
517128;1;SAO PAULO;SP;SP1101
517134;1;MAIRIPORA;SP;SP1119
517141;1;RIO CLARO;SP;SP2210
517142;1;LARANJAL PAULISTA;SP;SP2217
517147;1;PARAPUA;SP;SP2209
517148;1;AMERICANA;SP;SP2210
517156;1;SANTOS;SP;1115SP
517167;1;SAO PAULO;SP;SP1116
517170;1;SAO PAULO;SP;SP1112
517171;17;SAO PAULO;SP;SP1100
517171;19;SAO PAULO;SP;SP1100
517171;6;SAO PAULO;SP;SP1100
517171;10;SAO BERNARDO DO CAMPO;SP;SP1100
517171;15;ATIBAIA;SP;SP1100
517171;7;ITAQUAQUECETUBA;SP;SP1100
517171;21;ITAQUAQUECETUBA;SP;SP1100
517171;11;SAO PAULO;SP;SP1100
517171;1;SAO PAULO;SP;SP1100
517171;4;SAO PAULO;SP;SP1100
517171;5;SAO PAULO;SP;SP1100
517171;8;SAO PAULO;SP;SP1100
517171;16;SAO PAULO;SP;SP1100
517171;3;SAO PAULO;SP;SP1100
517171;13;SUZANO;SP;SP1100
517171;18;GUARULHOS;SP;SP1100
517171;9;GUARULHOS;SP;SP1100
517171;14;JUNDIAI;SP;SP1100
517171;12;SOROCABA;SP;SP1100
517171;2;OSASCO;SP;SP1100
517171;20;GUARULHOS;SP;SP1100
517171;22;SAO PAULO;SP;SP1100
517173;1;ITAPECERICA DA SERRA;SP;SP1123
517176;1;INUBIA PAULISTA;SP;SP2209
517181;1;SANTOS;SP;SP1104
517182;1;SEBASTIANOPOLIS DO SUL;SP;SP2202
517183;1;SAO PAULO;SP;SP1104
517185;1;BARUERI;SP;SP1119
517188;1;SAO PAULO;SP;SP1104
517199;1;SAO PAULO;SP;SP1122
517200;1;SAO PAULO;SP;SP1120
517209;1;BIRIGUI;SP;SP2000
517214;1;SAO VICENTE;SP;SP1104
517221;1;SAO PAULO;SP;SP1107
517229;1;BARRETOS;SP;SP2212
517231;1;CAJAMAR;SP;2100SP
517231;1;CAJAMAR;SP;SP1119
517232;1;OSVALDO CRUZ;SP;SP2209
517234;1;MOGI DAS CRUZES;SP;SP2216
517235;1;COTIA;SP;SP1108
517241;1;SAO PAULO;SP;SP1101
517242;7;SAO PAULO;SP;1101SP
517242;1;MOGI DAS CRUZES;SP;2100SP
517242;1;MOGI DAS CRUZES;SP;SP2216
517242;3;MOGI DAS CRUZES;SP;SP2216
517242;8;MOGI DAS CRUZES;SP;SP2216
517242;2;MOGI DAS CRUZES;SP;SP2216
517243;1;SAO PAULO;SP;SP1105
517248;1;SAO PAULO;SP;SP1104
517254;1;SAO PAULO;SP;SP1120
517264;1;SAO PAULO;SP;SP1121
517267;1;SAO PAULO;SP;SP1101
517268;1;ALTINOPOLIS;SP;SP2212
517269;1;SAO PAULO;SP;SP1115
517270;1;MOGI MIRIM;SP;SP2210
517283;1;SAO PAULO;SP;SP1124
517290;1;SANTOS;SP;SP1104
517292;1;CAMPINAS;SP;SP2214
517305;1;ILHA SOLTEIRA;SP;SP2202
517309;1;SAO PAULO;SP;SP1124
517313;1;SANTO ANTONIO DO JARDIM;SP;SP2208
517314;1;SAO PAULO;SP;SP1124
517315;1;SAO PAULO;SP;SP1111
517320;1;CRUZEIRO;SP;SP2219
517321;1;ANDRADINA;SP;2206SP
517321;1;ANDRADINA;SP;SP2202
517325;1;UBATUBA;SP;SP2219
517325;2;UBATUBA;SP;SP2219
517327;1;SAO PAULO;SP;1106SP
517327;1;SAO PAULO;SP;SP1121
517330;1;SAO PAULO;SP;SP1116
517334;2;AMERICANA;SP;SP2100
517334;1;CAPIVARI;SP;SP2100
517336;1;CAMPINAS;SP;SP2214
517337;1;SAO JOSE DO RIO PRETO;SP;SP2206
517362;1;SAO PAULO;SP;SP1107
517367;1;JANDIRA;SP;SP1108
517374;1;COTIA;SP;SP1108
517375;1;IBIUNA;SP;SP2204
517378;1;SAO PAULO;SP;SP1107
517379;1;DIADEMA;SP;SP1103
517381;1;IRAPURU;SP;SP2209
517392;1;PALESTINA;SP;SP2213
517394;1;SANTO ANDRE;SP;SP1118
517400;1;PORTO FERREIRA;SP;SP2208
517405;1;POA;SP;SP1106
517407;1;BORBOREMA;SP;SP2211
517421;1;PAULO DE FARIA;SP;SP2213
517433;1;TABATINGA;SP;SP2207
517434;1;IPEUNA;SP;SP2217
517444;1;TARUMA;SP;SP2211
517445;1;SAO PAULO;SP;SP1115
517450;1;SAO VICENTE;SP;SP1104
517470;1;PRESIDENTE BERNARDES;SP;SP2209
517471;1;GUARULHOS;SP;SP1117
517474;1;MIGUELOPOLIS;SP;SP2212
517481;1;SAO PAULO;SP;SP1122
517485;1;PINDAMONHANGABA;SP;SP2219
517489;1;SANTA ADELIA;SP;SP2206
517490;1;POA;SP;2100SP
517490;1;POA;SP;SP1106
517499;1;SANTO ANDRE;SP;SP1118
517500;1;SERRANA;SP;SP2212
517503;1;SANTO ANTONIO DA ALEGRIA;SP;SP2212
517504;1;SAO PAULO;SP;SP1121
517509;1;PORTO FELIZ;SP;SP2214
517510;1;SAO JOAO DA BOA VISTA;SP;SP2208
517518;1;SAO PAULO;SP;SP1107
517522;1;SAO PAULO;SP;SP1104
517523;1;POPULINA;SP;SP2213
517528;1;COSMOPOLIS;SP;SP2210
517531;1;SAO PAULO;SP;SP1112
517541;1;GUARARAPES;SP;SP2202
517561;1;SAO PAULO;SP;SP1105
517562;1;RIBEIRAO PRETO;SP;SP2212
517564;1;PIRATININGA;SP;SP2207
517570;1;SANTOS;SP;SP1104
517586;1;POMPEIA;SP;SP2211
517588;1;PONTAL;SP;SP2212
517590;1;VINHEDO;SP;SP2214
517593;1;SAO JOSE DO RIO PRETO;SP;SP2206
517595;1;PORTO FERREIRA;SP;SP2208
517597;1;GUARANTA;SP;SP2211
517614;1;PRESIDENTE PRUDENTE;SP;SP2209
517615;1;SAO PAULO;SP;SP1105
517622;1;PEREIRA BARRETO;SP;SP2202
517624;1;SAO PAULO;SP;SP1121
517625;1;URUPES;SP;SP2206
517626;1;SAO PAULO;SP;SP1112
517630;1;SAO PAULO;SP;SP1112
517633;1;SAO PAULO;SP;SP1107
517635;1;SAO PAULO;SP;SP1101
517639;1;ITAPOLIS;SP;SP2207
517641;1;PRESIDENTE VENCESLAU;SP;SP2209
517643;1;SAO PAULO;SP;SP1107
517644;1;SAO PAULO;SP;SP1124
517649;1;COTIA;SP;SP1108
517650;1;SAO PAULO;SP;SP1104
517651;1;SAO PAULO;SP;SP1121
517652;1;SAO PAULO;SP;SP1112
517658;1;SANTO ANDRE;SP;SP1118
517665;1;SAO PAULO;SP;SP1121
517671;1;SAO PAULO;SP;SP1115
517676;1;PEDREIRA;SP;2220SP
517676;1;PEDREIRA;SP;SP2214
517678;1;SAO PAULO;SP;SP1112
517682;1;ITOBI;SP;SP2208
517684;1;SAO PAULO;SP;SP1107
517689;1;BARRETOS;SP;SP2212
517698;1;PINDORAMA;SP;SP2206
517699;1;SANTA BARBARA D'OESTE;SP;SP2217
517702;1;OSASCO;SP;SP1109
517705;2;BEBEDOURO;SP;SP2212
517718;1;RIBEIRAO PIRES;SP;SP1118
517720;1;LENCOIS PAULISTA;SP;SP2000
517720;4;LENCOIS PAULISTA;SP;SP2000
517721;1;SAO PAULO;SP;SP1107
517722;1;OSASCO;SP;SP1109
517725;1;SAO JOSE DO RIO PRETO;SP;SP2206
517728;1;SAO PAULO;SP;SP1104
517729;1;SAO PAULO;SP;SP1122
517731;1;SOROCABA;SP;SP2204
517735;1;NOVO HORIZONTE;SP;SP2211
517742;1;SAO PAULO;SP;SP1124
517753;1;SAO PAULO;SP;SP1124
517756;1;CAIEIRAS;SP;SP1119
517758;1;AMERICANA;SP;SP2210
517759;1;GUARULHOS;SP;SP1117
517760;1;BORBOREMA;SP;SP2211
517766;1;SANTA CRUZ DAS PALMEIRAS;SP;SP2208
517767;1;SAO PAULO;SP;SP1101
517777;1;IBIUNA;SP;SP2204
517779;1;SAO PAULO;SP;SP1112
517781;1;ITU;SP;SP2214
517788;1;SAO PAULO;SP;SP1101
517791;1;VARGEM GRANDE PAULISTA;SP;SP1108
517803;1;SAO PAULO;SP;SP1107
517808;1;GUARIBA;SP;SP2218
517816;1;MAUA;SP;SP1106
517817;1;LOURDES;SP;SP2202
517821;1;CRAVINHOS;SP;SP2212
517823;1;TABOAO DA SERRA;SP;SP1123
517832;1;PEDERNEIRAS;SP;SP2207
517841;1;BARUERI;SP;SP1119
517854;1;OSASCO;SP;SP1109
517855;1;SAO PAULO;SP;SP1115
517866;1;SANTO ANDRE;SP;SP1118
517869;1;SANTO ANDRE;SP;SP1118
517870;1;SANTO ANDRE;SP;SP1118
517873;1;SANTO ANDRE;SP;SP1118
517874;1;MAUA;SP;SP1106
517882;1;SANTO ANDRE;SP;SP1118
517886;1;SANTO ANDRE;SP;SP1118
517889;1;SAO PAULO;SP;SP1123
517900;1;COSMOPOLIS;SP;SP2210
517907;1;SAO JOAQUIM DA BARRA;SP;SP2212
517909;1;SAO BERNARDO DO CAMPO;SP;SP1103
517913;1;ECHAPORA;SP;SP2211
517915;1;SAO PAULO;SP;SP1121
517925;1;NOVO HORIZONTE;SP;SP2211
517927;1;CANITAR;SP;SP2211
517932;1;LIMEIRA;SP;SP2210
517935;1;MONGAGUA;SP;SP2215
517936;1;MACATUBA;SP;SP2207
517938;1;RIBEIRAO PIRES;SP;SP1118
517941;1;SAO PAULO;SP;SP1104
517944;1;SANTA MERCEDES;SP;SP2209
517945;1;SAO PAULO;SP;SP1105
517947;1;SAO JOSE DO RIO PRETO;SP;SP2206
517960;1;SOROCABA;SP;SP2204
517961;1;SAO PAULO;SP;SP1112
517962;1;SAO JOSE DO RIO PRETO;SP;SP1098
517964;1;RANCHARIA;SP;SP2209
517968;1;SALES OLIVEIRA;SP;SP2212
517971;1;SAO PAULO;SP;SP1115
517975;1;PEDREGULHO;SP;SP2212
517976;1;SAO PAULO;SP;SP1111
517993;1;RIBEIRAO PRETO;SP;SP2212
517994;1;SAO PAULO;SP;SP1112
518000;1;ROSANA;SP;SP2209
518003;1;SANTA MARIA DA SERRA;SP;SP2217
518006;1;SAO PAULO;SP;SP1104
518016;2;CABREUVA;SP;2220SP
518016;1;ITATIBA;SP;2220SP
518022;1;SANTA BARBARA D'OESTE;SP;SP2217
518024;1;SAO BERNARDO DO CAMPO;SP;SP1103
518029;1;BAURU;SP;SP2207
518034;1;SAO JOSE DO RIO PRETO;SP;SP2206
518035;1;MOGI DAS CRUZES;SP;SP2216
518039;1;SAO PAULO;SP;SP1120
518041;1;IBIUNA;SP;SP2204
518043;1;GUARULHOS;SP;SP1117
518048;1;ITAPIRA;SP;SP2210
518051;1;SANTO ANDRE;SP;SP1118
518056;1;SANTANA DE PARNAIBA;SP;SP1119
518057;1;SAO PAULO;SP;SP1104
518058;1;VISTA ALEGRE DO ALTO;SP;SP2218
518059;1;ITATIBA;SP;SP2214
518062;1;CUNHA;SP;SP2219
518066;1;SAO PAULO;SP;SP1107
518071;1;OSASCO;SP;1106SP
518071;1;OSASCO;SP;SP1109
518073;1;SAO PAULO;SP;SP1124
518076;1;MARILIA;SP;SP2211
518085;1;SAO BERNARDO DO CAMPO;SP;SP1103
518096;1;SAO PAULO;SP;SP1101
518100;1;SAO PAULO;SP;SP1124
518117;1;SAO BERNARDO DO CAMPO;SP;SP1103
518121;1;GUARULHOS;SP;SP1117
518130;1;SAO CAETANO DO SUL;SP;SP1104
518136;1;COTIA;SP;SP1108
518140;1;SAO PAULO;SP;SP1123
518143;1;LEME;SP;SP2208
518145;1;SAO PAULO;SP;SP1105
518146;1;CAMPINAS;SP;SP2214
518148;1;SAO PAULO;SP;SP1124
518151;1;SAO PAULO;SP;SP1101
518157;1;NAZARE PAULISTA;SP;SP1116
518157;2;NAZARE PAULISTA;SP;SP1116
518157;3;NAZARE PAULISTA;SP;SP1116
518159;1;SAO BERNARDO DO CAMPO;SP;SP1103
518161;1;SAO PAULO;SP;SP1120
518162;2;AMERICANA;SP;SP2210
518162;1;AMERICANA;SP;SP2210
518173;1;PIRASSUNUNGA;SP;SP2208
518174;1;SAO PAULO;SP;SP1104
518176;1;SAO PAULO;SP;SP1124
518179;1;SAO PAULO;SP;SP1115
518179;2;SAO PAULO;SP;SP1115
518182;1;BARRETOS;SP;SP2212
518195;1;SAO PAULO;SP;SP1112
518199;1;SAO PAULO;SP;SP1101
518208;2;SAO PAULO;SP;SP1112
518208;1;SAO PAULO;SP;SP1112
518211;1;SAO PAULO;SP;SP1119
518213;1;CAMPO LIMPO PAULISTA;SP;SP2214
518219;1;SAO JOSE DO RIO PARDO;SP;SP2208
518238;1;GUARULHOS;SP;SP1117
518242;1;SANTO ANDRE;SP;SP1118
518248;1;NAZARE PAULISTA;SP;SP1116
518253;1;EMBU-GUACU;SP;SP1107
518259;1;SAO PAULO;SP;SP1112
518265;1;FERRAZ DE VASCONCELOS;SP;SP1106
518266;1;ARARAS;SP;SP2210
518271;1;POMPEIA;SP;SP2211
518279;1;CHAVANTES;SP;SP2211
518285;1;BURITAMA;SP;SP2202
518289;1;SAO PAULO;SP;SP1121
518290;1;ITAPETININGA;SP;SP2215
518291;1;TABOAO DA SERRA;SP;SP1123
518292;1;SAO PAULO;SP;SP1105
518293;1;GUARATINGUETA;SP;SP2219
518295;1;LIMEIRA;SP;SP2210
518296;1;GARCA;SP;SP2211
518301;1;SANTO ANASTACIO;SP;SP2209
518307;1;SAO PAULO;SP;SP1115
518312;1;SAO PAULO;SP;SP1121
518323;1;MOGI DAS CRUZES;SP;SP2216
518347;1;UNIAO PAULISTA;SP;SP2213
518355;1;IPIGUA;SP;SP2206
518357;1;PIRACICABA;SP;SP2217
518359;1;UBATUBA;SP;SP2219
518363;1;SAO PAULO;SP;SP1115
518371;1;JACI;SP;SP2213
518374;1;SAO PAULO;SP;SP1101
518377;1;JABORANDI;SP;2205SP
518377;1;JABORANDI;SP;SP2212
518379;1;SAO PAULO;SP;SP1120
518387;1;SAO PAULO;SP;1106SP
518387;1;SAO PAULO;SP;SP1121
518399;1;SAO PAULO;SP;SP1115
518403;1;SAO BERNARDO DO CAMPO;SP;SP1103
518405;1;BARUERI;SP;SP1119
518408;1;SAO PAULO;SP;1100SP
518408;1;SAO PAULO;SP;SP1115
518421;1;MOTUCA;SP;SP2218
518422;1;ITAQUAQUECETUBA;SP;SP1116
518425;1;SAO PAULO;SP;SP1105
518429;1;SOROCABA;SP;SP2204
518430;1;SAO PAULO;SP;SP1112
518431;1;OSASCO;SP;SP1109
518438;1;SAO PAULO;SP;SP1115
518440;1;SAO PAULO;SP;SP1123
518443;2;SOROCABA;SP;SP2204
518443;1;SOROCABA;SP;SP2204
518444;1;GUARULHOS;SP;SP1117
518450;1;DIADEMA;SP;SP1103
518452;1;SAO PAULO;SP;SP1115
518465;1;SAO LOURENCO DA SERRA;SP;SP1123
518477;1;JACAREI;SP;SP2219
518486;1;OSASCO;SP;SP1109
518490;1;GUAPIACU;SP;SP2206
518502;1;SAO PAULO;SP;SP1111
518504;18;DIADEMA;SP;SP1103
518511;1;SAO PAULO;SP;SP1105
518524;1;SAO PAULO;SP;SP1101
518530;1;SAO PAULO;SP;SP1122
518532;1;TAUBATE;SP;SP2219
518536;1;FRANCO DA ROCHA;SP;SP1119
518540;1;MAUA;SP;SP1106
518547;1;SAO PAULO;SP;SP1122
518548;1;SAO PAULO;SP;SP1111
518550;1;SAO PAULO;SP;SP1122
518557;1;AREIOPOLIS;SP;SP2207
518557;3;LENCOIS PAULISTA;SP;SP2207
518559;1;BEBEDOURO;SP;SP2212
518563;1;SAO PAULO;SP;SP1121
518570;1;SAO JOSE DOS CAMPOS;SP;SP2219
518572;1;SAO PAULO;SP;SP1104
518592;1;SAO PAULO;SP;SP1107
518596;1;SAO PAULO;SP;SP1101
518599;1;ITAPIRA;SP;SP2210
518605;1;SAO PAULO;SP;SP1115
518608;1;SAO PAULO;SP;SP1105
518611;1;PRESIDENTE VENCESLAU;SP;SP2209
518616;1;RIBEIRAO PIRES;SP;SP1118
518628;1;SAO PAULO;SP;1101SP
518633;1;SAO PAULO;SP;SP1115
518643;1;SAO PAULO;SP;SP1101
518644;2;JACAREI;SP;SP2219
518644;1;JACAREI;SP;SP2219
518645;1;AREALVA;SP;SP2207
518650;1;GUARULHOS;SP;SP1117
518655;1;SAO PAULO;SP;SP1111
518668;1;SAO PAULO;SP;SP1115
518674;1;SAO PAULO;SP;SP1120
518675;1;SAO PAULO;SP;SP1115
518678;1;SAO PAULO;SP;SP1101
518684;1;AMERICANA;SP;SP2210
518686;1;SAO PAULO;SP;SP1112
518692;1;SAO PAULO;SP;SP1121
518694;1;ARACATUBA;SP;SP2000
518694;2;ARACATUBA;SP;SP2000
518695;1;MOGI MIRIM;SP;SP2210
518702;1;OSASCO;SP;SP1109
518708;1;MOGI DAS CRUZES;SP;SP2216
518713;1;PIRACAIA;SP;SP2214
518714;1;SAO PAULO;SP;SP1107
518715;1;IPAUSSU;SP;SP2211
518724;1;RIBEIRAO PIRES;SP;SP1118
518727;1;SAO PAULO;SP;SP1120
518730;1;SAO PAULO;SP;SP1121
518731;1;SAO PAULO;SP;SP1122
518733;1;RINCAO;SP;SP2218
518735;1;SAO PAULO;SP;SP1105
518741;1;SAO PAULO;SP;SP1111
518747;1;SAO PAULO;SP;SP1107
518749;1;SAO PAULO;SP;SP1121
518753;1;SAO PAULO;SP;SP1111
518758;1;CARAGUATATUBA;SP;SP2219
518759;1;CAMPINAS;SP;SP2214
518763;1;ITAPIRA;SP;SP2210
518764;1;SAO PAULO;SP;SP1121
518770;1;SAO PAULO;SP;SP1124
518771;1;VARGEM GRANDE DO SUL;SP;SP2208
518776;1;UBATUBA;SP;SP2219
518778;1;SAO PAULO;SP;SP1111
518785;1;SAO PAULO;SP;SP1115
518788;1;SAO PAULO;SP;SP1122
518791;1;SAO PAULO;SP;SP1104
518796;1;SAO PAULO;SP;1100SP
518799;1;AMPARO;SP;SP2214
518807;1;SAO PAULO;SP;SP1120
518812;1;SAO PAULO;SP;SP1107
518814;1;SAO PAULO;SP;SP1101
518819;1;SAO PAULO;SP;SP1112
518821;1;GUARULHOS;SP;SP1117
518829;1;SAO JOSE DOS CAMPOS;SP;SP2219
518831;1;SAO CAETANO DO SUL;SP;SP1104
518834;1;EMBU-GUACU;SP;SP1107
518836;1;SAO JOSE DO RIO PRETO;SP;SP2206
518842;1;EMBU-GUACU;SP;SP1107
518845;1;CUNHA;SP;SP2219
518846;1;SAO PAULO;SP;SP1101
518847;1;SAO PAULO;SP;SP1122
518869;1;SAO PAULO;SP;SP1107
518876;1;ARARAS;SP;SP2210
518877;1;SANTO ANDRE;SP;SP1118
518881;1;SAO PAULO;SP;SP1104
518886;1;SAO PAULO;SP;SP1107
518891;1;SAO PAULO;SP;1101SP
518893;1;ELISIARIO;SP;SP2206
518894;1;SAO PAULO;SP;SP1104
518897;1;SAO PAULO;SP;SP1122
518897;2;SAO PAULO;SP;SP1122
518901;1;MIRANDOPOLIS;SP;SP2202
518902;1;SAO PAULO;SP;SP1122
518926;1;UBATUBA;SP;SP2219
518933;1;COTIA;SP;SP1108
518937;1;SAO PAULO;SP;SP1122
518939;1;GASTAO VIDIGAL;SP;SP2202
518944;1;AMERICANA;SP;SP2210
518952;1;MAUA;SP;SP1106
518959;1;CARAPICUIBA;SP;SP1108
518960;1;MOGI DAS CRUZES;SP;SP2216
518964;1;PINDAMONHANGABA;SP;SP2219
518967;1;SAO MANUEL;SP;SP2207
518968;1;RIO DAS PEDRAS;SP;2220SP
518968;1;RIO DAS PEDRAS;SP;SP2100
518969;1;INDIANA;SP;SP2209
518997;1;PINDORAMA;SP;SP2206
518999;1;NHANDEARA;SP;SP2202
519002;1;QUEIROZ;SP;SP2211
519004;1;SAO PAULO;SP;SP1101
519009;1;SAO PAULO;SP;SP1111
519013;1;SAO PAULO;SP;SP1122
519015;1;SUZANO;SP;SP2216
519016;1;BAURU;SP;SP2207
519023;1;SAO PAULO;SP;SP1112
519024;1;GUARULHOS;SP;SP1117
519029;1;POMPEIA;SP;SP2211
519037;1;LIMEIRA;SP;SP2210
519042;1;SAO PAULO;SP;SP1105
519043;1;SAO PAULO;SP;SP1116
519051;1;SAO PAULO;SP;SP1107
519069;1;ARARAS;SP;SP2210
519069;3;ARARAS;SP;SP2210
519069;2;RIO CLARO;SP;SP2210
519069;4;RIO CLARO;SP;SP2210
519071;1;SAO PAULO;SP;SP1115
519106;1;RIO CLARO;SP;SP2210
519111;1;CAMPINAS;SP;SP2214
519116;1;TABOAO DA SERRA;SP;SP1123
519117;1;CARAPICUIBA;SP;SP1108
519118;1;SAO PAULO;SP;SP1124
519119;1;SAO PAULO;SP;SP1104
519121;1;SAO PAULO;SP;SP1101
519130;1;SAO PAULO;SP;SP1105
519133;1;SAO PAULO;SP;SP1101
519134;1;SAO PAULO;SP;SP1112
519139;1;SALES;SP;SP2206
519141;1;GUARATINGUETA;SP;SP2219
519144;1;SAO PAULO;SP;SP1120
519148;1;SUZANO;SP;SP2216
519152;1;SAO PAULO;SP;SP1116
519156;1;PEDRA BELA;SP;SP2214
519164;1;IGUAPE;SP;SP2215
519167;1;SAO PAULO;SP;SP1123
519169;1;SAO PAULO;SP;SP1104
519179;1;SAO PAULO;SP;SP1122
519184;1;SAO PAULO;SP;SP1122
519187;1;GUARULHOS;SP;SP1117
519189;1;SAO PAULO;SP;SP1105
519190;1;ALVARES MACHADO;SP;SP2209
519192;1;SAO PAULO;SP;SP1104
519193;1;GUARULHOS;SP;SP1117
519194;1;EMBU-GUACU;SP;SP1107
519195;1;OSASCO;SP;SP1109
519197;1;JOSE BONIFACIO;SP;2206SP
519197;1;JOSE BONIFACIO;SP;SP2202
519203;1;BARRA BONITA;SP;SP2207
519205;1;TABOAO DA SERRA;SP;SP1123
519208;1;SAO PAULO;SP;SP1120
519209;1;BARUERI;SP;SP1119
519214;1;SAO PAULO;SP;SP1107
519215;1;CAPIVARI;SP;SP2217
519216;1;SALTO DE PIRAPORA;SP;SP2204
519221;1;TAUBATE;SP;SP2219
519234;1;EMBU-GUACU;SP;SP1107
519268;1;SAO JOSE DO RIO PRETO;SP;SP2206
519274;1;PEDERNEIRAS;SP;SP2207
519275;1;CARAPICUIBA;SP;SP1108
519278;1;MAUA;SP;SP1106
519280;1;SAO PAULO;SP;SP1104
519281;1;ASSIS;SP;SP2211
519282;1;SAO PAULO;SP;SP1106
519286;1;BADY BASSITT;SP;SP2206
519289;1;AMPARO;SP;SP2214
519293;1;SAO PAULO;SP;SP1116
519295;1;PIRACICABA;SP;SP2217
519301;1;CARAPICUIBA;SP;SP1108
519308;1;OURO VERDE;SP;SP2209
519314;1;SAO PAULO;SP;SP1120
519320;1;RIBEIRAO PRETO;SP;SP2212
519322;1;SAO PAULO;SP;SP1112
519323;1;OSASCO;SP;SP1109
519325;1;CERQUILHO;SP;SP2215
519329;2;CATIGUA;SP;SP2206
519329;3;CATIGUA;SP;SP2206
519344;1;RIO CLARO;SP;SP2210
519346;1;SAO PAULO;SP;SP1107
519352;1;TABOAO DA SERRA;SP;SP1123
519356;1;CERQUILHO;SP;SP2215
519361;1;SAO PAULO;SP;SP1115
519366;1;OURINHOS;SP;SP2211
519370;1;RIBEIRAO PIRES;SP;SP1118
519371;1;HERCULANDIA;SP;SP2211
519373;1;SAO VICENTE;SP;SP1104
519374;1;SAO PAULO;SP;SP1124
519376;1;SAO PAULO;SP;SP1123
519379;1;BORACEIA;SP;SP2207
519380;1;SAO BERNARDO DO CAMPO;SP;SP1103
519385;1;CARAPICUIBA;SP;SP1108
519387;1;ESTIVA GERBI;SP;SP2208
519393;1;SAO PAULO;SP;SP1101
519394;1;CARAGUATATUBA;SP;SP2219
519396;1;SAO PAULO;SP;SP1115
519400;1;EMBU DAS ARTES;SP;SP1123
519414;1;SAO PAULO;SP;SP1101
519418;1;PRESIDENTE PRUDENTE;SP;SP2209
519421;1;IBIUNA;SP;SP2204
519422;1;SAO PAULO;SP;SP1107
519425;1;JANDIRA;SP;SP1108
519428;1;PORTO FELIZ;SP;SP2214
519431;1;SAO CARLOS;SP;2205SP
519431;1;SAO CARLOS;SP;SP2218
519434;1;SAO BERNARDO DO CAMPO;SP;1115SP
519434;1;SAO BERNARDO DO CAMPO;SP;SP1103
519442;1;GUARULHOS;SP;SP1117
519449;1;SAO PAULO;SP;SP1107
519450;1;SAO PAULO;SP;SP1122
519451;1;SAO JOSE DO RIO PRETO;SP;SP2206
